date,open,high,low,close,volume
2025-01-02,0.990909,1.00909,0.972727,0.981818,23595880
2025-01-03,0.981818,1.00909,0.972727,0.981818,27486800
2025-01-06,1.0,1.054545,0.990909,1.036363,37905670
2025-01-07,1.045454,1.081818,1.027272,1.054545,53826410
2025-01-08,1.036363,1.081818,1.027272,1.063636,28153840
2025-01-09,1.063636,1.072727,1.036363,1.054545,16952100
2025-01-10,1.054545,1.072727,1.027272,1.072727,23536700
2025-01-13,1.063636,1.081818,1.036363,1.036363,19186860
2025-01-14,1.045454,1.054545,1.018181,1.045454,21461880
2025-01-15,1.054545,1.136363,1.045454,1.127272,48752220
2025-01-16,1.118181,1.136363,1.10909,1.118181,25743520
2025-01-17,1.163636,1.172727,1.10909,1.136363,45163690
2025-01-20,1.118181,1.181818,1.10909,1.154545,25983210
2025-01-21,1.154545,1.181818,1.145454,1.163636,19881180
2025-01-22,1.172727,1.190909,1.154545,1.172727,24566190
2025-01-23,1.181818,1.2,1.163636,1.2,31327670
2025-01-24,1.2,1.281818,1.190909,1.245454,94397600
2025-01-27,1.218181,1.281818,1.172727,1.272727,67993530
2025-01-28,1.263636,1.272727,1.2,1.20909,33199540
2025-01-29,1.20909,1.236363,1.181818,1.218181,41048040
2025-01-30,1.227272,1.281818,1.218181,1.263636,48357100
2025-01-31,1.263636,1.290909,1.254545,1.281818,43916400
2025-02-03,1.272727,1.3,1.245454,1.272727,35072950
2025-02-04,1.263636,1.272727,1.218181,1.254545,49532230
2025-02-05,1.254545,1.281818,1.218181,1.272727,44583550
2025-02-06,1.263636,1.390909,1.254545,1.363636,68560470
2025-02-07,1.372727,1.390909,1.336363,1.381818,55278520
2025-02-10,1.390909,1.490909,1.381818,1.463636,65824550
2025-02-11,1.472727,1.5,1.445454,1.5,49308600
2025-02-12,1.481818,1.527272,1.463636,1.472727,84994580
2025-02-13,1.481818,1.5,1.4,1.463636,63723770
2025-02-14,1.481818,1.545454,1.472727,1.545454,56753400
2025-02-17,1.554545,1.636363,1.545454,1.590909,49037560
2025-02-18,1.581818,1.627272,1.536363,1.590909,73912190
2025-02-19,1.563636,1.581818,1.518181,1.536363,48072200
2025-02-20,1.545454,1.563636,1.50909,1.545454,38504180
2025-02-21,1.536363,1.581818,1.527272,1.545454,33304700
2025-02-24,1.563636,1.572727,1.481818,1.50909,41740160
2025-02-25,1.5,1.518181,1.427272,1.445454,52198630
2025-02-26,1.472727,1.472727,1.4,1.418181,39173530
2025-02-27,1.418181,1.445454,1.4,1.40909,34392050
2025-02-28,1.4,1.472727,1.372727,1.381818,115469750
2025-03-05,1.372727,1.445454,1.354545,1.418181,28110280
2025-03-06,1.427272,1.5,1.40909,1.427272,52344160
2025-03-07,1.418181,1.518181,1.40909,1.5,39747620
2025-03-10,1.481818,1.554545,1.481818,1.5,55218570
2025-03-11,1.554545,1.6,1.463636,1.5,52796920
2025-03-12,1.5,1.618181,1.5,1.563636,51149010
2025-03-13,1.672727,1.7,1.463636,1.463636,169848360
2025-03-14,1.481818,1.6,1.472727,1.590909,112290090
2025-03-17,1.6,1.618181,1.554545,1.6,44178640
2025-03-18,1.581818,1.672727,1.581818,1.663636,61199380
2025-03-19,1.663636,1.754545,1.654545,1.727272,64449220
2025-03-20,1.70909,1.754545,1.7,1.718181,37537610
2025-03-21,1.70909,1.736363,1.672727,1.70909,32979100
2025-03-24,1.718181,1.727272,1.60909,1.672727,34683770
2025-03-25,1.681818,1.8,1.672727,1.754545,45041040
2025-03-26,1.763636,1.8,1.736363,1.763636,35583020
2025-03-27,1.781818,1.90909,1.763636,1.854545,62388590
2025-03-28,1.845454,1.954545,1.827272,1.927272,69333550
2025-03-31,1.918181,1.936363,1.854545,1.9,63502560
2025-04-01,1.9,1.981818,1.881818,1.963636,56331440
2025-04-02,1.954545,1.990909,1.854545,1.9,84970600
2025-04-03,1.881818,2.018181,1.881818,1.981818,85799560
2025-04-04,1.918181,1.918181,1.827272,1.872727,69621420
2025-04-07,1.8,1.9,1.754545,1.845454,104903150
2025-04-08,1.881818,1.9,1.80909,1.827272,75954890
2025-04-09,1.8,2.072727,1.790909,2.045454,124449600
2025-04-10,2.036363,2.081818,2.00909,2.036363,81826140
2025-04-11,2.054545,2.081818,2.00909,2.045454,62993480
2025-04-14,2.063636,2.118181,2.054545,2.081818,56791130
2025-04-15,2.090909,2.154545,2.081818,2.136363,59317830
2025-04-16,2.118181,2.181818,2.10909,2.10909,57095610
2025-04-17,2.054545,2.254545,1.954545,2.227272,122928960
2025-04-22,2.227272,2.381818,2.181818,2.363636,66065010
2025-04-23,2.418181,2.418181,2.145454,2.172727,119771740
2025-04-24,2.163636,2.336363,2.154545,2.290909,74034510
2025-04-25,2.3,2.327272,2.254545,2.272727,41728940
2025-04-28,2.281818,2.345454,2.281818,2.3,46217270
2025-04-29,2.227272,2.390909,2.227272,2.327272,51059800
2025-04-30,2.318181,2.390909,2.3,2.345454,45892330
2025-05-02,2.354545,2.381818,2.318181,2.372727,45191520
2025-05-05,2.445454,2.618181,2.445454,2.581818,81865630
2025-05-06,2.6,2.690909,2.590909,2.636363,58006410
2025-05-07,2.654545,2.70909,2.50909,2.618181,69634510
2025-05-08,2.645454,2.8,2.60909,2.754545,50500010
2025-05-09,2.754545,2.781818,2.590909,2.7,76439770
2025-05-12,2.736363,2.772727,2.618181,2.718181,49757180
2025-05-13,2.736363,2.754545,2.618181,2.690909,55853930
2025-05-14,2.672727,2.8,2.672727,2.718181,63319410
2025-05-15,2.727272,2.845454,2.718181,2.827272,58400980
2025-05-16,2.8,2.9,2.790909,2.863636,36284820
2025-05-19,2.827272,2.872727,2.781818,2.8,49363050
2025-05-20,2.80909,2.80909,2.527272,2.581818,102279760
2025-05-21,2.536363,2.6,2.418181,2.536363,84794050
2025-05-22,2.536363,2.681818,2.527272,2.6,54505990
2025-05-23,2.572727,2.645454,2.50909,2.636363,45876490
2025-05-26,2.654545,2.672727,2.554545,2.590909,36686210
2025-05-27,2.618181,2.718181,2.581818,2.627272,38477230
2025-05-28,2.627272,2.663636,2.581818,2.627272,34356960
2025-05-29,2.618181,2.645454,2.581818,2.627272,32001090
2025-05-30,2.645454,2.7,2.627272,2.7,111086580
2025-06-02,2.727272,2.772727,2.654545,2.70909,31809470
2025-06-03,2.70909,2.790909,2.7,2.736363,39072990
2025-06-04,2.763636,2.863636,2.754545,2.863636,51248120
2025-06-05,2.854545,2.872727,2.736363,2.754545,41907910
2025-06-06,2.763636,2.8,2.572727,2.645454,61663250
2025-06-09,2.645454,2.7,2.627272,2.7,28027890
2025-06-10,2.727272,2.754545,2.690909,2.745454,26331030
2025-06-11,2.736363,2.745454,2.627272,2.690909,46960650
2025-06-12,2.681818,2.690909,2.590909,2.618181,32515670
2025-06-13,2.581818,2.590909,2.5,2.536363,56057320
2025-06-16,2.6,2.654545,2.563636,2.654545,31687480
2025-06-17,2.645454,2.736363,2.60909,2.7,42293240
2025-06-18,2.690909,2.690909,2.60909,2.618181,37527160
2025-06-20,2.60909,2.636363,2.536363,2.563636,31924310
2025-06-23,2.545454,2.572727,2.50909,2.545454,27312120
2025-06-24,2.590909,2.654545,2.536363,2.563636,33558910
2025-06-25,2.545454,2.581818,2.518181,2.563636,26727360
2025-06-26,2.572727,2.590909,2.454545,2.527272,44641080
2025-06-27,2.536363,2.581818,2.490909,2.536363,33285010
2025-06-30,2.536363,2.554545,2.5,2.554545,22639870
2025-07-01,2.545454,2.590909,2.536363,2.590909,24135430
2025-07-02,2.6,2.636363,2.563636,2.590909,31905500
2025-07-03,2.590909,2.654545,2.590909,2.654545,25692810
2025-07-04,2.645454,2.7,2.6,2.645454,25456420
2025-07-07,2.663636,2.663636,2.563636,2.6,35725250
2025-07-08,2.60909,2.645454,2.563636,2.581818,24773320
2025-07-09,2.572727,2.645454,2.490909,2.50909,34094830
2025-07-10,2.463636,2.527272,2.445454,2.50909,24067340
2025-07-11,2.5,2.50909,2.354545,2.40909,58591170
2025-07-14,2.381818,2.463636,2.354545,2.436363,50958490
2025-07-15,2.454545,2.490909,2.381818,2.463636,33296340
2025-07-16,2.454545,2.472727,2.390909,2.463636,23371810
2025-07-17,2.463636,2.5,2.436363,2.481818,29446890
2025-07-18,2.454545,2.463636,2.327272,2.354545,31767120
2025-07-21,2.363636,2.40909,2.327272,2.354545,27736170
2025-07-22,2.354545,2.381818,2.263636,2.336363,39516400
2025-07-23,2.336363,2.445454,2.327272,2.4,31251880
2025-07-24,2.372727,2.4,2.345454,2.390909,24196040
2025-07-25,2.390909,2.454545,2.363636,2.418181,22794640
2025-07-28,2.427272,2.481818,2.381818,2.381818,23316370
2025-07-29,2.381818,2.418181,2.363636,2.418181,29580980
2025-07-30,2.418181,2.545454,2.390909,2.518181,30728610
2025-07-31,2.481818,2.545454,2.427272,2.50909,29340410
2025-08-01,2.545454,2.545454,2.490909,2.518181,21290940
2025-08-04,2.545454,2.545454,2.445454,2.481818,21789570
2025-08-05,2.490909,2.545454,2.454545,2.518181,19658650
2025-08-06,2.481818,2.581818,2.40909,2.563636,64503890
2025-08-07,2.6,2.718181,2.545454,2.7,101704240
2025-08-08,2.7,2.881818,2.681818,2.790909,64459780
2025-08-11,2.836363,2.836363,2.645454,2.690909,38075950
2025-08-12,2.70909,2.727272,2.663636,2.718181,28539390
2025-08-13,2.7,2.70909,2.6,2.60909,44899030
2025-08-14,2.581818,2.618181,2.536363,2.60909,41749070
2025-08-15,2.60909,2.636363,2.563636,2.572727,19289600
2025-08-18,2.572727,2.681818,2.563636,2.663636,23148070
2025-08-19,2.645454,2.645454,2.527272,2.536363,32690680
2025-08-20,2.554545,2.563636,2.518181,2.518181,14678510
2025-08-21,2.5,2.518181,2.454545,2.472727,30699570
2025-08-22,2.490909,2.7,2.481818,2.663636,41463950
2025-08-25,2.663636,2.736363,2.663636,2.7,21392030
2025-08-26,2.690909,2.7,2.627272,2.645454,16452150
2025-08-27,2.636363,2.663636,2.572727,2.645454,30975450
2025-08-28,2.672727,2.70909,2.636363,2.654545,40708470
2025-08-29,2.663636,2.663636,2.618181,2.654545,30355270
2025-09-01,2.636363,2.718181,2.636363,2.654545,17921310
2025-09-02,2.627272,2.636363,2.572727,2.590909,25907640
2025-09-03,2.590909,2.627272,2.572727,2.590909,27726930
2025-09-04,2.6,2.772727,2.6,2.754545,40979070
2025-09-05,2.781818,2.80909,2.754545,2.790909,29521580
2025-09-08,2.80909,2.80909,2.690909,2.763636,28570850
2025-09-09,2.754545,2.772727,2.681818,2.690909,26125550
2025-09-10,2.7,2.772727,2.7,2.736363,17035150
2025-09-11,2.745454,2.790909,2.70909,2.736363,25483370
2025-09-12,2.718181,2.745454,2.654545,2.654545,28425870
2025-09-15,2.681818,2.8,2.672727,2.772727,51586920
2025-09-16,2.790909,2.818181,2.736363,2.8,47419790
2025-09-17,2.790909,2.890909,2.772727,2.854545,56242560
2025-09-18,2.854545,2.9,2.827272,2.836363,31338670
2025-09-19,2.836363,2.881818,2.80909,2.872727,20031110
2025-09-22,2.836363,2.9,2.772727,2.890909,33237160
2025-09-23,2.872727,2.972727,2.845454,2.954545,34595440
2025-09-24,2.954545,3.0,2.918181,2.963636,28375820
2025-09-25,2.936363,2.954545,2.836363,2.854545,35214300
2025-09-26,2.863636,2.927272,2.854545,2.9,16258770
2025-09-29,2.936363,3.027272,2.927272,2.981818,34374890
2025-09-30,3.0,3.054545,2.990909,3.036363,31169930
2025-10-01,3.063636,3.063636,2.972727,3.00909,28730130
2025-10-02,3.00909,3.027272,2.854545,2.872727,35540010
2025-10-03,2.872727,2.927272,2.8,2.918181,23196250
2025-10-06,2.918181,2.927272,2.818181,2.881818,19450640
2025-10-07,2.854545,2.863636,2.763636,2.772727,25459720
2025-10-08,2.781818,2.854545,2.763636,2.80909,15181210
2025-10-09,2.836363,2.836363,2.745454,2.772727,24309120
2025-10-10,2.763636,2.818181,2.70909,2.745454,27026010
2025-10-13,2.772727,2.8,2.736363,2.745454,24414940
2025-10-14,2.718181,2.727272,2.636363,2.636363,43003070
2025-10-15,2.618181,2.736363,2.618181,2.736363,41603430
