date,score,count
2025-07-14,0.0,1
2026-01-02,0.8658,2
2026-01-14,0.34,1
2026-03-12,0.1531,1
2026-03-13,0.1531,1
2026-03-23,-0.5994,1
2026-04-03,-0.128,1
2026-05-20,0.0,1
