date,score,count
2025-06-20,-0.1027,1
2025-07-14,0.0,1
2025-09-06,0.2263,1
2025-09-08,0.0,1
2025-09-25,0.0,1
2025-12-15,0.296,1
2026-01-30,0.0,1
2026-05-14,0.0,1
2026-05-15,0.1531,1
2026-05-17,0.0772,1
2026-05-19,0.33455,2
