date,score,count
2025-05-26,0.516,1
2025-10-21,0.5719,1
2025-11-28,0.0516,1
2025-12-05,0.0,1
2026-01-05,0.2557,3
2026-01-30,0.0,1
2026-04-28,0.296,1
2026-05-11,0.0,1
2026-05-13,0.0,1
