date,score,count
2025-06-09,0.0,1
2025-07-24,-0.3182,1
2025-08-06,0.4927,1
2025-08-19,0.022999999999999993,2
2025-11-03,-0.1027,1
2025-11-27,0.0,1
2025-12-01,0.296,1
2026-01-05,0.5267,1
2026-01-26,0.0,1
2026-01-30,0.0,1
2026-02-04,0.1082,1
2026-02-12,0.4767,1
2026-02-14,0.0,1
2026-03-17,0.0,1
2026-05-14,0.0,1
2026-05-18,-0.3182,1
