date,score,count
2025-08-03,0.0,1
2025-09-29,0.5423,1
2025-10-30,0.6369,1
2025-12-14,0.296,1
2025-12-15,0.296,1
2025-12-22,0.4019,1
2026-02-25,0.824,1
2026-04-12,0.5028,2
2026-04-13,0.0,2
2026-04-16,0.296,1
2026-04-23,0.296,1
