date,score,count
2025-06-30,0.5106,1
2025-10-17,0.25,1
2026-01-29,0.296,1
2026-02-04,0.1082,1
2026-02-11,0.7543,1
2026-02-18,0.0,1
2026-03-20,0.3182,1
2026-03-30,0.3818,1
2026-04-21,-0.296,1
