date,score,count
2025-06-02,0.7506,1
2025-06-05,0.2755,1
2025-07-10,-0.2732,1
2025-08-19,0.296,1
2026-01-30,0.0,1
2026-02-11,0.4939,1
2026-03-23,-0.296,1
