date,score,count
2025-10-14,0.0,1
2025-10-31,0.0,1
2025-11-03,0.296,1
2025-11-12,0.0,1
2026-01-28,0.4939,1
2026-03-05,-0.4019,1
2026-03-12,-0.08254999999999998,2
2026-03-16,0.296,1
2026-05-08,0.13085,2
2026-05-15,-0.4588,1
