date,score,count
2025-11-06,-0.4019,1
2025-11-07,0.03340000000000001,2
2025-11-13,-0.296,1
2025-11-28,-0.6705,1
2026-02-03,-0.1027,1
2026-02-23,0.0516,1
2026-03-02,0.0,1
2026-03-03,0.0,1
2026-03-04,0.4767,1
2026-03-05,0.0,1
2026-03-06,0.4215,1
2026-03-12,0.24655000000000002,2
2026-05-06,0.0,1
2026-05-12,0.0,1
2026-05-13,0.0,1
2026-05-20,0.5574,1
