date,score,count
2025-07-04,0.2023,1
2025-07-23,0.0,1
2025-09-23,0.148,2
2025-11-12,0.60605,2
2026-01-08,-0.3716,1
2026-01-12,0.0,2
2026-03-17,0.0,1
2026-03-18,0.0,1
2026-03-20,0.0,1
2026-04-24,0.0,1
2026-05-07,0.0516,1
