date,score,count
2025-10-28,-0.2732,1
2025-10-29,-0.0772,1
2025-11-05,0.3182,1
2025-11-13,-0.0572,1
2026-03-04,0.0516,1
2026-04-09,0.4939,1
2026-04-15,0.4939,1
2026-04-19,0.3535,1
2026-05-12,0.0,1
