date,score,count
2025-11-10,0.0,1
2025-11-12,0.0,1
2025-11-14,0.0,1
2025-11-18,0.296,1
2025-12-22,0.8591,1
2026-01-08,0.0,1
2026-01-23,0.0,1
2026-05-07,0.0,1
