date,score,count
2025-06-02,0.7506,1
2025-07-09,-0.3612,1
2025-09-23,0.296,1
2025-11-26,-0.0516,1
2026-01-30,0.0,1
2026-04-13,0.4939,1
2026-04-22,0.1531,1
